Key_CodePeriodDType,Code,Period,DataType,Family_Group,Value_FG_Mean,Numerator_FG_Mean,Denominator_FG_Mean,Value_FG_Median,Numerator_FG_Median,Denominator_FG_Median,FG_NumDenAv
C&L 012021-22Cash_Annual,C&L 01,2021-22,Cash_Annual,Family Group 1,5.435,3189000.0,585801.0,5.9,1785500.0,560779.5,5.443828194216125
C&L 012021-22Real_Annual,C&L 01,2021-22,Real_Annual,Family Group 1,6.3502,3726011.4,585801.0,6.8934999999999995,2086169.15,560779.5,6.3605412076797405
C&L 012022-23Cash_Annual,C&L 01,2022-23,Cash_Annual,Family Group 1,3.75375,3547000.0,894974.875,3.8850000000000002,2157000.0,708526.0,3.9632397501661707
C&L 012022-23Real_Annual,C&L 01,2022-23,Real_Annual,Family Group 1,4.097825,3872127.025,894974.875,4.241099999999999,2354716.0999999996,708526.0,4.3265203674013755
C&L 012023-24Cash_Annual,C&L 01,2023-24,Cash_Annual,Family Group 1,2.97,3259000.0,1014445.625,3.35,1971000.0,763102.5,3.2125920992561823
C&L 012023-24Real_Annual,C&L 01,2023-24,Real_Annual,Family Group 1,3.079875,3379537.975,1014445.625,3.4739500000000003,2043899.8,763102.5,3.3314136230810796
C&L 012024-25Cash_Annual,C&L 01,2024-25,Cash_Annual,Family Group 1,2.95375,3233750.0,1098810.5,2.8899999999999997,1960500.0,779724.0,2.9429551319358525
C&L 012024-25Real_Annual,C&L 01,2024-25,Real_Annual,Family Group 1,2.95375,3233750.0,1098810.5,2.8899999999999997,1960500.0,779724.0,2.9429551319358525
C&L 012010-11Cash_Annual,C&L 01,2010-11,Cash_Annual,Family Group 2,3.6075,4171750.0,1165653.75,3.8949999999999996,4104000.0,1005080.5,3.5788929602808723
C&L 012010-11Real_Annual,C&L 01,2010-11,Real_Annual,Family Group 2,5.2218125,6038558.175,1165653.75,5.63795,5940490.85,1005080.5,5.180404708516573
C&L 012011-12Cash_Annual,C&L 01,2011-12,Cash_Annual,Family Group 2,3.3137499999999998,3822875.0,1217197.75,3.25,4048000.0,1064183.0,3.1407180961351595
C&L 012011-12Real_Annual,C&L 01,2011-12,Real_Annual,Family Group 2,4.6963375,5417899.075,1217197.75,4.606,5736953.3,1064183.0,4.451124786420284
C&L 012012-13Cash_Annual,C&L 01,2012-13,Cash_Annual,Family Group 2,3.01875,3718250.0,1328907.375,2.56,3820500.0,1205560.5,2.7979752915435507
C&L 012012-13Real_Annual,C&L 01,2012-13,Real_Annual,Family Group 2,4.20535,5179818.7125,1328907.375,3.5663,5322261.100000001,1205560.5,3.897802668526842
C&L 012013-14Cash_Annual,C&L 01,2013-14,Cash_Annual,Family Group 2,2.9925,3728625.0,1349024.25,2.48,3735500.0,1156644.0,2.763942160417057
C&L 012013-14Real_Annual,C&L 01,2013-14,Real_Annual,Family Group 2,4.083825,5088411.325,1349024.25,3.3844000000000003,5097793.6,1156644.0,3.771919833909583
C&L 012014-15Cash_Annual,C&L 01,2014-15,Cash_Annual,Family Group 2,3.0637499999999998,3834250.0,1385966.5,2.34,3950000.0,1127524.0,2.766481008018592
C&L 012014-15Real_Annual,C&L 01,2014-15,Real_Annual,Family Group 2,4.1227875,5159623.0,1385966.5,3.1488500000000004,5315383.95,1127524.0,3.7227616973426128
C&L 012015-16Cash_Annual,C&L 01,2015-16,Cash_Annual,Family Group 2,2.80875,3690250.0,1433846.875,2.195,3701000.0,1157026.0,2.573670915870985
C&L 012015-16Real_Annual,C&L 01,2015-16,Real_Annual,Family Group 2,3.753575,4931610.2875,1433846.875,2.93335,4945976.449999999,1157026.0,3.4394260457554084
C&L 012016-17Cash_Annual,C&L 01,2016-17,Cash_Annual,Family Group 2,2.795,3897750.0,1438166.75,2.83,3656000.0,1205359.5,2.7102211895804156
C&L 012016-17Real_Annual,C&L 01,2016-17,Real_Annual,Family Group 2,3.6617875,5106539.35,1438166.75,3.70765,4789816.649999999,1205359.5,3.5507282795962287
C&L 012017-18Cash_Annual,C&L 01,2017-18,Cash_Annual,Family Group 2,2.56625,3643375.0,1449852.25,2.245,3401500.0,1174345.0,2.5129284725391847
C&L 012017-18Real_Annual,C&L 01,2017-18,Real_Annual,Family Group 2,3.3200624999999997,4713591.175,1449852.25,2.9044499999999998,4400667.05,1174345.0,3.2510838087122322
C&L 012018-19Cash_Annual,C&L 01,2018-19,Cash_Annual,Family Group 2,2.39,3280625.0,1417414.625,2.16,3322000.0,1082028.0,2.3145132991696062
C&L 012018-19Real_Annual,C&L 01,2018-19,Real_Annual,Family Group 2,3.0231375,4149701.0374999996,1417414.625,2.73225,4202036.75,1082028.0,2.9276550166116704
C&L 012019-20Cash_Annual,C&L 01,2019-20,Cash_Annual,Family Group 2,2.3275,3163750.0,1385031.0,2.37,3460500.0,1082851.5,2.284244901377659
C&L 012019-20Real_Annual,C&L 01,2019-20,Real_Annual,Family Group 2,2.8684,3898985.625,1385031.0,2.92075,4264698.449999999,1082851.5,2.8150890665985093
C&L 012020-21Cash_Annual,C&L 01,2020-21,Cash_Annual,Family Group 2,67.9725,4344125.0,104841.125,43.355000000000004,4095500.0,95058.0,41.43531462486691
C&L 012020-21Real_Annual,C&L 01,2020-21,Real_Annual,Family Group 2,81.58885000000001,5214345.9375,104841.125,52.039950000000005,4915916.05,95058.0,49.73569233924188
C&L 012021-22Cash_Annual,C&L 01,2021-22,Cash_Annual,Family Group 2,7.195,3976875.0,663825.125,6.37,3741000.0,530283.0,5.990847363603479
C&L 012021-22Real_Annual,C&L 01,2021-22,Real_Annual,Family Group 2,8.4065875,4646560.525,663825.125,7.44265,4370965.4,530283.0,6.99967559227289
C&L 012022-23Cash_Annual,C&L 01,2022-23,Cash_Annual,Family Group 2,4.86875,4343625.0,948014.125,4.67,4195500.0,760809.5,4.581814643320847
C&L 012022-23Real_Annual,C&L 01,2022-23,Real_Annual,Family Group 2,5.31505,4741772.6875,948014.125,5.098050000000001,4580070.15,760809.5,5.00179539782701
C&L 012023-24Cash_Annual,C&L 01,2023-24,Cash_Annual,Family Group 2,4.9975000000000005,4856500.0,1018597.125,5.345000000000001,4657000.0,819633.5,4.76783203172697
C&L 012023-24Real_Annual,C&L 01,2023-24,Real_Annual,Family Group 2,5.18235,5036123.399999999,1018597.125,5.5427,4829244.65,819633.5,4.944175941984914
C&L 012024-25Cash_Annual,C&L 01,2024-25,Cash_Annual,Family Group 2,4.39875,4547250.0,1063515.875,4.484999999999999,4179500.0,817405.0,4.2756766559784545
C&L 012024-25Real_Annual,C&L 01,2024-25,Real_Annual,Family Group 2,4.39875,4547250.0,1063515.875,4.484999999999999,4179500.0,817405.0,4.2756766559784545
C&L 012010-11Cash_Annual,C&L 01,2010-11,Cash_Annual,Family Group 3,3.0949999999999998,4287500.0,1393280.5,3.325,3441000.0,1336985.5,3.077269795995853
C&L 012010-11Real_Annual,C&L 01,2010-11,Real_Annual,Family Group 3,4.4799875,6206104.925,1393280.5,4.8129,4980806.300000001,1336985.5,4.454311192182765
C&L 012011-12Cash_Annual,C&L 01,2011-12,Cash_Annual,Family Group 3,2.74875,4003375.0,1415648.375,2.715,2647000.0,1252508.0,2.827944474559228
C&L 012011-12Real_Annual,C&L 01,2011-12,Real_Annual,Family Group 3,3.895625,5673709.3625,1415648.375,3.8478000000000003,3751411.9,1252508.0,4.007852135245096
C&L 012012-13Cash_Annual,C&L 01,2012-13,Cash_Annual,Family Group 3,2.8274999999999997,3887625.0,1456944.25,2.735,3057000.0,1183683.5,2.668341633525099
C&L 012012-13Real_Annual,C&L 01,2012-13,Real_Annual,Family Group 3,3.938925,5415771.625,1456944.25,3.8101,4258644.75,1183683.5,3.717212669599403
C&L 012013-14Cash_Annual,C&L 01,2013-14,Cash_Annual,Family Group 3,2.835,4336000.0,1615756.625,2.7699999999999996,2875500.0,1300066.5,2.6835724718133216
C&L 012013-14Real_Annual,C&L 01,2013-14,Real_Annual,Family Group 3,3.8689,5917288.95,1615756.625,3.78015,3924161.5,1300066.5,3.6622402523028494
C&L 012014-15Cash_Annual,C&L 01,2014-15,Cash_Annual,Family Group 3,2.4850000000000003,3668250.0,1536497.75,2.1500000000000004,3028000.0,1250237.0,2.387409939259592
C&L 012014-15Real_Annual,C&L 01,2014-15,Real_Annual,Family Group 3,3.3439875,4936242.3,1536497.75,2.8932,4074679.1,1250237.0,3.212658332887243
C&L 012015-16Cash_Annual,C&L 01,2015-16,Cash_Annual,Family Group 3,2.5,3740000.0,1557697.0,2.12,3227500.0,1322866.5,2.4009804217379886
C&L 012015-16Real_Annual,C&L 01,2015-16,Real_Annual,Family Group 3,3.3409500000000003,4998095.6625,1557697.0,2.8331,4313196.199999999,1322866.5,3.2086443400096423
C&L 012016-17Cash_Annual,C&L 01,2016-17,Cash_Annual,Family Group 3,2.60625,4054625.0,1608040.375,2.475,3714500.0,1367850.0,2.5214696490441044
C&L 012016-17Real_Annual,C&L 01,2016-17,Real_Annual,Family Group 3,3.4145125,5312065.2,1608040.375,3.24255,4866458.95,1367850.0,3.3034401888074485
C&L 012017-18Cash_Annual,C&L 01,2017-18,Cash_Annual,Family Group 3,2.55375,3679625.0,1546902.375,2.285,3758500.0,1394487.5,2.378705378870467
C&L 012017-18Real_Annual,C&L 01,2017-18,Real_Annual,Family Group 3,3.3038875,4760489.35,1546902.375,2.9562,4862533.35,1394487.5,3.0774336033972407
C&L 012018-19Cash_Annual,C&L 01,2018-19,Cash_Annual,Family Group 3,2.28375,3569625.0,1594924.75,2.3550000000000004,3338000.0,1346050.5,2.2381149957074777
C&L 012018-19Real_Annual,C&L 01,2018-19,Real_Annual,Family Group 3,2.8887375,4515260.525,1594924.75,2.97885,4222275.35,1346050.5,2.8310179053902074
C&L 012019-20Cash_Annual,C&L 01,2019-20,Cash_Annual,Family Group 3,2.47875,3538500.0,1497042.25,2.335,3237000.0,1225772.5,2.363660745045773
C&L 012019-20Real_Annual,C&L 01,2019-20,Real_Annual,Family Group 3,3.0547999999999997,4360825.1625,1497042.25,2.8776,3989258.45,1225772.5,2.9129606479042254
C&L 012020-21Cash_Annual,C&L 01,2020-21,Cash_Annual,Family Group 3,54.675000000000004,4172000.0,119839.625,43.510000000000005,3427500.0,79654.5,34.813193048626445
C&L 012020-21Real_Annual,C&L 01,2020-21,Real_Annual,Family Group 3,65.62755,5007740.6125,119839.625,52.22595,4114101.3999999994,79654.5,41.78701837977213
C&L 012021-22Cash_Annual,C&L 01,2021-22,Cash_Annual,Family Group 3,6.9575,3542625.0,708714.5,5.8149999999999995,3059500.0,619223.0,4.998663072365529
C&L 012021-22Real_Annual,C&L 01,2021-22,Real_Annual,Family Group 3,8.1291125,4139185.05,708714.5,6.7942,3574704.25,619223.0,5.840412535654343
C&L 012022-23Cash_Annual,C&L 01,2022-23,Cash_Annual,Family Group 3,5.65125,4163500.0,1047461.5,4.3,3611500.0,815151.0,3.974847762901071
C&L 012022-23Real_Annual,C&L 01,2022-23,Real_Annual,Family Group 3,6.16925,4545136.975,1047461.5,4.69415,3942539.2499999995,815151.0,4.33919239513815
C&L 012023-24Cash_Annual,C&L 01,2023-24,Cash_Annual,Family Group 3,4.79625,4192250.0,1134095.125,4.165,4078000.0,901397.5,3.6965594045737564
C&L 012023-24Real_Annual,C&L 01,2023-24,Real_Annual,Family Group 3,4.9736375,4347305.35,1134095.125,4.31905,4228829.699999999,901397.5,3.8332810486245585
C&L 012024-25Cash_Annual,C&L 01,2024-25,Cash_Annual,Family Group 3,4.17,4093625.0,1150683.75,4.505000000000001,3919000.0,927634.0,3.557558712374273
C&L 012024-25Real_Annual,C&L 01,2024-25,Real_Annual,Family Group 3,4.17,4093625.0,1150683.75,4.505000000000001,3919000.0,927634.0,3.557558712374273
C&L 012010-11Cash_Annual,C&L 01,2010-11,Cash_Annual,Family Group 4,3.4775,8644875.0,2200418.875,3.3200000000000003,4137000.0,1691615.0,3.928740613079862
C&L 012010-11Real_Annual,C&L 01,2010-11,Real_Annual,Family Group 4,5.03365,12513353.075000001,2200418.875,4.80565,5988257.95,1691615.0,5.686805006614934
C&L 012011-12Cash_Annual,C&L 01,2011-12,Cash_Annual,Family Group 4,3.4375,8400375.0,2355970.75,3.105,4339500.0,1754008.5,3.565568460474308
C&L 012011-12Real_Annual,C&L 01,2011-12,Real_Annual,Family Group 4,4.8717375,11905276.475000001,2355970.75,4.4005,6150076.300000001,1754008.5,5.05323611296957
C&L 012012-13Cash_Annual,C&L 01,2012-13,Cash_Annual,Family Group 4,3.6575,9472500.0,2601296.5,3.16,6815000.0,1813851.5,3.6414534060227277
C&L 012012-13Real_Annual,C&L 01,2012-13,Real_Annual,Family Group 4,5.0951875,13195947.8125,2601296.5,4.40215,9493838.4,1813851.5,5.072834954608211
C&L 012013-14Cash_Annual,C&L 01,2013-14,Cash_Annual,Family Group 4,3.74375,10240500.0,2660076.25,2.91,6695000.0,1913759.0,3.8497016767846413
C&L 012013-14Real_Annual,C&L 01,2013-14,Real_Annual,Family Group 4,5.1090625,13975091.725,2660076.25,3.9712500000000004,9136588.950000001,1913759.0,5.25364328372166
C&L 012014-15Cash_Annual,C&L 01,2014-15,Cash_Annual,Family Group 4,3.53375,8968750.0,2672126.125,2.775,6499000.0,2019638.0,3.356409682944887
C&L 012014-15Real_Annual,C&L 01,2014-15,Real_Annual,Family Group 4,4.75525,12068949.275,2672126.125,3.7342000000000004,8745488.65,2019638.0,4.516609138350459
C&L 012015-16Cash_Annual,C&L 01,2015-16,Cash_Annual,Family Group 4,3.465,8997500.0,2631837.625,2.96,6573000.0,2056868.0,3.4187139489656015
C&L 012015-16Real_Annual,C&L 01,2015-16,Real_Annual,Family Group 4,4.6305875,12024161.9125,2631837.625,3.9557,8784086.25,2056868.0,4.568732431773787
C&L 012016-17Cash_Annual,C&L 01,2016-17,Cash_Annual,Family Group 4,3.2962499999999997,8653375.0,2702731.625,2.825,6372000.0,1973097.5,3.201714487652839
C&L 012016-17Real_Annual,C&L 01,2016-17,Real_Annual,Family Group 4,4.3185,11337002.125,2702731.625,3.7011,8348115.949999999,1973097.5,4.1946458982955805
C&L 012017-18Cash_Annual,C&L 01,2017-18,Cash_Annual,Family Group 4,3.1825,8536500.0,2680088.0,2.865,6458000.0,1957205.0,3.1851566067979857
C&L 012017-18Real_Annual,C&L 01,2017-18,Real_Annual,Family Group 4,4.1173375,11044037.725,2680088.0,3.7066,8354992.75,1957205.0,4.120774289874063
C&L 012018-19Cash_Annual,C&L 01,2018-19,Cash_Annual,Family Group 4,3.0275,8420125.0,2702450.375,2.9050000000000002,6208500.0,1835078.5,3.115737139113979
C&L 012018-19Real_Annual,C&L 01,2018-19,Real_Annual,Family Group 4,3.8295250000000003,10650714.875,2702450.375,3.6746,7853204.45,1835078.5,3.941132452802209
C&L 012019-20Cash_Annual,C&L 01,2019-20,Cash_Annual,Family Group 4,3.08875,8226319.0,2508488.875,3.045,4298000.0,1322666.5,3.2793922596128717
C&L 012019-20Real_Annual,C&L 01,2019-20,Real_Annual,Family Group 4,3.80655,10138063.825,2508488.875,3.75265,5296828.15,1322666.5,4.0415024065035965
C&L 012020-21Cash_Annual,C&L 01,2020-21,Cash_Annual,Family Group 4,66.93125,11209625.0,200665.375,33.845,6312500.0,183188.0,55.862278183269034
C&L 012020-21Real_Annual,C&L 01,2020-21,Real_Annual,Family Group 4,80.339,13455152.0625,200665.375,40.624849999999995,7577028.4,183188.0,67.05268441304335
C&L 012021-22Cash_Annual,C&L 01,2021-22,Cash_Annual,Family Group 4,6.81625,10626125.0,1355678.25,5.555,6062000.0,1269577.5,7.838235215472403
C&L 012021-22Real_Annual,C&L 01,2021-22,Real_Annual,Family Group 4,7.964074999999999,12415510.4375,1355678.25,6.49045,7082810.0,1269577.5,9.158154184077231
C&L 012022-23Cash_Annual,C&L 01,2022-23,Cash_Annual,Family Group 4,5.11625,11312875.0,1884851.25,4.375,6442000.0,1480046.0,6.0019988314727755
C&L 012022-23Real_Annual,C&L 01,2022-23,Real_Annual,Family Group 4,5.5852125,12349841.825,1884851.25,4.776,7032490.1,1480046.0,6.552157272357699
C&L 012023-24Cash_Annual,C&L 01,2023-24,Cash_Annual,Family Group 4,4.3425,11142000.0,2220241.5,3.985,6734500.0,1744894.0,5.018373001315397
C&L 012023-24Real_Annual,C&L 01,2023-24,Real_Annual,Family Group 4,4.5031125,11554100.075,2220241.5,4.1324,6983583.45,1744894.0,5.203983474320248
C&L 012024-25Cash_Annual,C&L 01,2024-25,Cash_Annual,Family Group 4,3.6637500000000003,9902250.0,2461882.625,3.5300000000000002,6770000.0,1928458.5,4.022226689219191
C&L 012024-25Real_Annual,C&L 01,2024-25,Real_Annual,Family Group 4,3.6637500000000003,9902250.0,2461882.625,3.5300000000000002,6770000.0,1928458.5,4.022226689219191
C&L 022010-11Cash_Annual,C&L 02,2010-11,Cash_Annual,Family Group 1,4.305,2149250.0,709768.5,4.215,1725500.0,355016.5,3.028100007255887
C&L 022010-11Real_Annual,C&L 02,2010-11,Real_Annual,Family Group 1,6.2314375,3111013.6375,709768.5,6.1011500000000005,2497640.6,355016.5,4.383138498679499
C&L 022011-12Cash_Annual,C&L 02,2011-12,Cash_Annual,Family Group 1,4.13125,2142125.0,702487.75,4.125,1660000.0,331666.5,3.0493414297971744
C&L 022011-12Real_Annual,C&L 02,2011-12,Real_Annual,Family Group 1,5.854925,3035887.1374999997,702487.75,5.84605,2352604.35,331666.5,4.32162288595068
C&L 022012-13Cash_Annual,C&L 02,2012-13,Cash_Annual,Family Group 1,4.035,2160000.0,723762.5,4.125,1662500.0,325490.0,2.9844044144315296
C&L 022012-13Real_Annual,C&L 02,2012-13,Real_Annual,Family Group 1,5.6210875,3009052.225,723762.5,5.746449999999999,2315995.1,325490.0,4.157513307196767
C&L 022013-14Cash_Annual,C&L 02,2013-14,Cash_Annual,Family Group 1,3.84,2195375.0,731184.0,3.475,1549000.0,343832.0,3.0024932164817613
C&L 022013-14Real_Annual,C&L 02,2013-14,Real_Annual,Family Group 1,5.2404,2996002.8125,731184.0,4.7423,2113902.35,343832.0,4.097467685972341
C&L 022014-15Cash_Annual,C&L 02,2014-15,Cash_Annual,Family Group 1,3.92875,2173875.0,732029.75,3.695,1587500.0,357724.0,2.969653897263055
C&L 022014-15Real_Annual,C&L 02,2014-15,Real_Annual,Family Group 1,5.2867875,2925311.4499999997,732029.75,4.97225,2136246.05,357724.0,3.996164705054678
C&L 022015-16Cash_Annual,C&L 02,2015-16,Cash_Annual,Family Group 1,3.43875,2224125.0,787958.125,3.05,1604000.0,339534.0,2.822643652541815
C&L 022015-16Real_Annual,C&L 02,2015-16,Real_Annual,Family Group 1,4.595525,2972296.65,787958.125,4.0760000000000005,2143568.3,339534.0,3.7721505187855002
C&L 022016-17Cash_Annual,C&L 02,2016-17,Cash_Annual,Family Group 1,3.33125,2168500.0,854664.625,3.375,1368500.0,342697.5,2.5372525509640695
C&L 022016-17Real_Annual,C&L 02,2016-17,Real_Annual,Family Group 1,4.3643374999999995,2841005.85,854664.625,4.42165,1792905.9,342697.5,3.3241177496962626
C&L 022017-18Cash_Annual,C&L 02,2017-18,Cash_Annual,Family Group 1,3.135,1977500.0,899743.0,2.995,1172500.0,333545.0,2.1978498304515846
C&L 022017-18Real_Annual,C&L 02,2017-18,Real_Annual,Family Group 1,4.055875,2558376.9125,899743.0,3.87475,1516913.75,333545.0,2.8434529776836275
C&L 022018-19Cash_Annual,C&L 02,2018-19,Cash_Annual,Family Group 1,2.78125,1961250.0,1159105.375,2.315,1453500.0,736116.0,1.6920377062352938
C&L 022018-19Real_Annual,C&L 02,2018-19,Real_Annual,Family Group 1,3.51805,2480808.125,1159105.375,2.9283,1838549.2,736116.0,2.140278337506631
C&L 022019-20Cash_Annual,C&L 02,2019-20,Cash_Annual,Family Group 1,2.36,1965500.0,1173448.0,2.165,1458000.0,664671.0,1.6749783543880938
C&L 022019-20Real_Annual,C&L 02,2019-20,Real_Annual,Family Group 1,2.9084624999999997,2422269.8375,1173448.0,2.66815,1796830.0,664671.0,2.0642327887558714
C&L 022020-21Cash_Annual,C&L 02,2020-21,Cash_Annual,Family Group 1,7.19,1612000.0,912349.875,2.6,1325500.0,727720.5,1.766866028232864
C&L 022020-21Real_Annual,C&L 02,2020-21,Real_Annual,Family Group 1,8.630325,1934917.9875,912349.875,3.12085,1591025.9500000002,727720.5,2.1208069848203794
C&L 022021-22Cash_Annual,C&L 02,2021-22,Cash_Annual,Family Group 1,5.1137500000000005,1703375.0,853441.75,2.115,1364000.0,388120.5,1.9958889988684054
C&L 022021-22Real_Annual,C&L 02,2021-22,Real_Annual,Family Group 1,5.974875,1990214.7,853441.75,2.4711499999999997,1593690.65,388120.5,2.3319865708468095
C&L 022022-23Cash_Annual,C&L 02,2022-23,Cash_Annual,Family Group 1,3.23625,1961375.0,1014045.0,2.0999999999999996,1548000.0,665593.5,1.9342090341158429
C&L 022022-23Real_Annual,C&L 02,2022-23,Real_Annual,Family Group 1,3.5328875,2141159.6125,1014045.0,2.29245,1689893.6,665593.5,2.1115035452075595
C&L 022023-24Cash_Annual,C&L 02,2023-24,Cash_Annual,Family Group 1,3.2625,2022875.0,1201029.125,2.01,1568500.0,795006.5,1.6842847170754498
C&L 022023-24Real_Annual,C&L 02,2023-24,Real_Annual,Family Group 1,3.3831749999999996,2097693.425,1201029.125,2.0843499999999997,1626512.8,795006.5,1.746579979898489
C&L 022024-25Cash_Annual,C&L 02,2024-25,Cash_Annual,Family Group 1,3.21625,2174125.0,943664.625,2.62,1510000.0,746439.0,2.3039170298452163
C&L 022024-25Real_Annual,C&L 02,2024-25,Real_Annual,Family Group 1,3.21625,2174125.0,943664.625,2.62,1510000.0,746439.0,2.3039170298452163
C&L 022010-11Cash_Annual,C&L 02,2010-11,Cash_Annual,Family Group 2,3.49375,3037625.0,835476.25,3.17,2104000.0,734924.0,3.6358005389141823
C&L 022010-11Real_Annual,C&L 02,2010-11,Real_Annual,Family Group 2,5.057175,4396925.825,835476.25,4.58855,3045514.8,734924.0,5.26277775699788
C&L 022011-12Cash_Annual,C&L 02,2011-12,Cash_Annual,Family Group 2,3.60625,3132375.0,871219.5,3.4800000000000004,2486000.0,756180.5,3.5953912877294414
C&L 022011-12Real_Annual,C&L 02,2011-12,Real_Annual,Family Group 2,5.110875,4439300.675,871219.5,4.9319500000000005,3523237.6500000004,756180.5,5.095501965922479
C&L 022012-13Cash_Annual,C&L 02,2012-13,Cash_Annual,Family Group 2,3.3225,3027375.0,896868.125,2.895,2258000.0,771768.0,3.3754962581594703
C&L 022012-13Real_Annual,C&L 02,2012-13,Real_Annual,Family Group 2,4.6285125,4217374.775,896868.125,4.0329999999999995,3145574.05,771768.0,4.702335446473806
C&L 022013-14Cash_Annual,C&L 02,2013-14,Cash_Annual,Family Group 2,3.15125,3142625.0,1056311.75,2.895,2413000.0,1007882.0,2.9750923437138703
C&L 022013-14Real_Annual,C&L 02,2013-14,Real_Annual,Family Group 2,4.3004875,4288703.9125,1056311.75,3.9508,3292993.0999999996,1007882.0,4.060074038275158
C&L 022014-15Cash_Annual,C&L 02,2014-15,Cash_Annual,Family Group 2,2.8674999999999997,2705125.0,1012744.375,2.48,2138500.0,870758.0,2.671083707574283
C&L 022014-15Real_Annual,C&L 02,2014-15,Real_Annual,Family Group 2,3.8587125,3640196.95,1012744.375,3.33725,2877708.5,870758.0,3.594388712353994
C&L 022015-16Cash_Annual,C&L 02,2015-16,Cash_Annual,Family Group 2,2.49125,2593125.0,1126952.125,2.05,2009000.0,1205496.5,2.301007241101746
C&L 022015-16Real_Annual,C&L 02,2015-16,Real_Annual,Family Group 2,3.329275,3465424.2625,1126952.125,2.7396000000000003,2684805.9000000004,1205496.5,3.0750412423242914
C&L 022016-17Cash_Annual,C&L 02,2016-17,Cash_Annual,Family Group 2,2.30375,2393625.0,1303193.0,1.93,1971500.0,1290312.0,1.8367386872090319
